branch_code,payment_method_code,year,month,total_issued,total_paid
1,3,2019,12,0.000000,5360.000000
1,3,2020,1,0.000000,4795.000000
1,3,2020,2,0.000000,2111.000000
1,3,2020,3,0.000000,4160.000000
1,3,2020,4,0.000000,1448.500000
1,3,2020,5,0.000000,3566.000000
1,3,2020,6,0.000000,5088.500000
1,3,2020,7,0.000000,6363.000000
1,3,2020,8,0.000000,4301.000000
1,3,2020,9,0.000000,8904.600000
1,3,2020,10,0.000000,8667.000000
1,3,2020,11,0.000000,8414.500000
1,3,2020,12,0.000000,9785.220000
1,3,2021,1,0.000000,2006.200000
1,3,2021,2,0.000000,6282.000000
1,3,2021,3,0.000000,1625.000000
1,3,2021,4,0.000000,1888.000000
1,3,2021,5,0.000000,2951.000000
1,3,2021,6,0.000000,1943.000000
1,3,2021,7,0.000000,3302.000000
1,3,2021,8,0.000000,897.000000
1,3,2021,9,0.000000,3430.710000
1,3,2021,10,0.000000,4246.000000
1,3,2021,11,0.000000,8301.500000
1,3,2021,12,0.000000,3534.500000
1,3,2022,1,0.000000,3684.000000
1,3,2022,2,0.000000,4970.250000
1,3,2022,3,0.000000,3197.000000
1,3,2022,4,0.000000,7778.000000
1,3,2022,5,0.000000,11927.500000
1,3,2022,6,0.000000,8449.000000
1,3,2022,7,0.000000,2452.000000
1,3,2022,8,0.000000,1524.000000
1,3,2022,9,0.000000,3824.000000
1,3,2022,10,0.000000,2063.800000
1,3,2022,11,0.000000,3092.250000
1,3,2022,12,0.000000,4786.000000
1,3,2023,1,0.000000,2301.500000
1,3,2023,2,0.000000,2108.000000
1,3,2023,3,0.000000,8642.000000
1,3,2023,4,0.000000,5114.000000
1,3,2023,5,0.000000,6643.000000
1,3,2023,6,0.000000,725.000000
1,3,2023,7,0.000000,4985.800000
1,3,2023,8,0.000000,1156.000000
1,3,2023,9,0.000000,1693.000000
1,3,2023,10,0.000000,3150.000000
1,3,2023,11,0.000000,2093.000000
1,3,2023,12,0.000000,6283.000000
1,3,2024,1,0.000000,6850.000000
1,3,2024,2,0.000000,1778.000000
1,3,2024,3,0.000000,3813.000000
1,3,2024,4,0.000000,6869.500000
1,3,2024,5,0.000000,2855.000000
1,3,2024,6,0.000000,5900.000000
1,3,2024,7,0.000000,2080.000000
1,3,2024,8,0.000000,4864.000000
1,3,2024,9,0.000000,5418.020000
